Wavenumber,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs
1091.51,2.38E+00,2.93E+00,2.61E+00,2.49E+00,2.39E+00,2.51E+00,2.43E+00,2.22E+00,2.45E+00
1092.48,2.36E+00,2.91E+00,2.59E+00,2.47E+00,2.37E+00,2.48E+00,2.41E+00,2.21E+00,2.43E+00
1093.44,2.34E+00,2.88E+00,2.56E+00,2.45E+00,2.35E+00,2.44E+00,2.38E+00,2.19E+00,2.41E+00
1094.4,2.33E+00,2.85E+00,2.54E+00,2.43E+00,2.33E+00,2.41E+00,2.36E+00,2.17E+00,2.39E+00
1095.37,2.31E+00,2.83E+00,2.51E+00,2.41E+00,2.31E+00,2.37E+00,2.34E+00,2.16E+00,2.37E+00
1096.33,2.29E+00,2.80E+00,2.49E+00,2.39E+00,2.29E+00,2.34E+00,2.32E+00,2.14E+00,2.35E+00
1097.3,2.27E+00,2.77E+00,2.46E+00,2.37E+00,2.27E+00,2.31E+00,2.30E+00,2.12E+00,2.33E+00
1098.26,2.25E+00,2.74E+00,2.44E+00,2.35E+00,2.26E+00,2.27E+00,2.28E+00,2.11E+00,2.31E+00
1099.23,2.24E+00,2.71E+00,2.41E+00,2.33E+00,2.24E+00,2.24E+00,2.26E+00,2.09E+00,2.29E+00
1100.19,2.22E+00,2.68E+00,2.39E+00,2.31E+00,2.22E+00,2.21E+00,2.24E+00,2.07E+00,2.27E+00
1101.16,2.20E+00,2.65E+00,2.36E+00,2.30E+00,2.21E+00,2.19E+00,2.22E+00,2.06E+00,2.25E+00
1102.12,2.18E+00,2.62E+00,2.34E+00,2.28E+00,2.19E+00,2.16E+00,2.20E+00,2.04E+00,2.23E+00
1103.08,2.16E+00,2.59E+00,2.31E+00,2.26E+00,2.17E+00,2.13E+00,2.18E+00,2.03E+00,2.21E+00
1104.05,2.14E+00,2.56E+00,2.29E+00,2.24E+00,2.15E+00,2.10E+00,2.16E+00,2.01E+00,2.19E+00
1105.01,2.12E+00,2.52E+00,2.26E+00,2.22E+00,2.13E+00,2.08E+00,2.14E+00,1.99E+00,2.17E+00
1105.98,2.10E+00,2.49E+00,2.24E+00,2.19E+00,2.11E+00,2.05E+00,2.11E+00,1.97E+00,2.14E+00
1106.94,2.08E+00,2.46E+00,2.21E+00,2.17E+00,2.09E+00,2.02E+00,2.09E+00,1.95E+00,2.12E+00
1107.9,2.05E+00,2.43E+00,2.18E+00,2.14E+00,2.06E+00,2.00E+00,2.06E+00,1.93E+00,2.10E+00
1108.87,2.03E+00,2.39E+00,2.15E+00,2.11E+00,2.04E+00,1.97E+00,2.04E+00,1.91E+00,2.07E+00
1109.83,2.00E+00,2.36E+00,2.12E+00,2.08E+00,2.01E+00,1.94E+00,2.01E+00,1.89E+00,2.05E+00
1110.8,1.97E+00,2.33E+00,2.09E+00,2.04E+00,1.98E+00,1.91E+00,1.98E+00,1.87E+00,2.02E+00
1111.76,1.94E+00,2.29E+00,2.06E+00,2.01E+00,1.95E+00,1.87E+00,1.95E+00,1.84E+00,1.99E+00
1112.72,1.91E+00,2.26E+00,2.03E+00,1.97E+00,1.92E+00,1.84E+00,1.93E+00,1.82E+00,1.96E+00
1113.69,1.88E+00,2.23E+00,1.99E+00,1.94E+00,1.89E+00,1.80E+00,1.90E+00,1.79E+00,1.93E+00
1114.65,1.85E+00,2.19E+00,1.96E+00,1.90E+00,1.85E+00,1.77E+00,1.87E+00,1.76E+00,1.90E+00
1115.62,1.82E+00,2.16E+00,1.93E+00,1.86E+00,1.82E+00,1.74E+00,1.84E+00,1.74E+00,1.87E+00
1116.58,1.79E+00,2.12E+00,1.89E+00,1.83E+00,1.79E+00,1.70E+00,1.81E+00,1.71E+00,1.83E+00
1117.55,1.76E+00,2.08E+00,1.86E+00,1.79E+00,1.76E+00,1.67E+00,1.78E+00,1.69E+00,1.80E+00
1118.51,1.73E+00,2.05E+00,1.83E+00,1.76E+00,1.73E+00,1.64E+00,1.75E+00,1.66E+00,1.77E+00
1119.47,1.70E+00,2.01E+00,1.79E+00,1.72E+00,1.70E+00,1.61E+00,1.72E+00,1.63E+00,1.74E+00
1120.44,1.67E+00,1.97E+00,1.76E+00,1.69E+00,1.67E+00,1.58E+00,1.69E+00,1.61E+00,1.71E+00
1121.4,1.64E+00,1.94E+00,1.73E+00,1.66E+00,1.65E+00,1.56E+00,1.66E+00,1.58E+00,1.68E+00
1122.37,1.62E+00,1.90E+00,1.70E+00,1.63E+00,1.62E+00,1.53E+00,1.63E+00,1.56E+00,1.66E+00
1123.33,1.59E+00,1.87E+00,1.67E+00,1.61E+00,1.60E+00,1.51E+00,1.61E+00,1.54E+00,1.63E+00
1124.3,1.56E+00,1.83E+00,1.65E+00,1.58E+00,1.58E+00,1.49E+00,1.58E+00,1.51E+00,1.60E+00
1125.26,1.54E+00,1.80E+00,1.62E+00,1.56E+00,1.56E+00,1.47E+00,1.55E+00,1.49E+00,1.57E+00
1126.22,1.51E+00,1.77E+00,1.59E+00,1.54E+00,1.54E+00,1.45E+00,1.53E+00,1.47E+00,1.55E+00
1127.19,1.49E+00,1.73E+00,1.56E+00,1.52E+00,1.52E+00,1.44E+00,1.50E+00,1.45E+00,1.52E+00
1128.15,1.47E+00,1.70E+00,1.54E+00,1.50E+00,1.51E+00,1.42E+00,1.48E+00,1.43E+00,1.50E+00
1129.12,1.45E+00,1.67E+00,1.52E+00,1.48E+00,1.50E+00,1.41E+00,1.45E+00,1.41E+00,1.48E+00
1130.08,1.43E+00,1.63E+00,1.50E+00,1.46E+00,1.48E+00,1.40E+00,1.43E+00,1.39E+00,1.46E+00
1131.05,1.41E+00,1.60E+00,1.48E+00,1.45E+00,1.48E+00,1.39E+00,1.41E+00,1.38E+00,1.44E+00
1132.01,1.39E+00,1.57E+00,1.46E+00,1.44E+00,1.47E+00,1.38E+00,1.40E+00,1.37E+00,1.42E+00
1132.97,1.38E+00,1.54E+00,1.45E+00,1.43E+00,1.47E+00,1.37E+00,1.38E+00,1.36E+00,1.41E+00
1133.94,1.36E+00,1.51E+00,1.43E+00,1.42E+00,1.46E+00,1.37E+00,1.37E+00,1.35E+00,1.39E+00
1134.9,1.35E+00,1.49E+00,1.42E+00,1.41E+00,1.46E+00,1.37E+00,1.35E+00,1.34E+00,1.38E+00
1135.87,1.34E+00,1.46E+00,1.41E+00,1.41E+00,1.47E+00,1.37E+00,1.34E+00,1.33E+00,1.37E+00
1136.83,1.33E+00,1.43E+00,1.40E+00,1.41E+00,1.47E+00,1.37E+00,1.34E+00,1.33E+00,1.36E+00
1137.8,1.32E+00,1.41E+00,1.39E+00,1.41E+00,1.48E+00,1.37E+00,1.33E+00,1.33E+00,1.36E+00
1138.76,1.31E+00,1.39E+00,1.38E+00,1.41E+00,1.48E+00,1.38E+00,1.32E+00,1.33E+00,1.35E+00
1139.72,1.30E+00,1.36E+00,1.38E+00,1.41E+00,1.49E+00,1.38E+00,1.32E+00,1.33E+00,1.35E+00
1140.69,1.30E+00,1.34E+00,1.37E+00,1.42E+00,1.50E+00,1.39E+00,1.32E+00,1.33E+00,1.35E+00
1141.65,1.29E+00,1.32E+00,1.37E+00,1.42E+00,1.51E+00,1.40E+00,1.31E+00,1.33E+00,1.35E+00
1142.62,1.29E+00,1.30E+00,1.36E+00,1.43E+00,1.52E+00,1.41E+00,1.31E+00,1.33E+00,1.35E+00
1143.58,1.28E+00,1.28E+00,1.36E+00,1.43E+00,1.53E+00,1.42E+00,1.31E+00,1.33E+00,1.35E+00
1144.54,1.28E+00,1.26E+00,1.35E+00,1.44E+00,1.54E+00,1.43E+00,1.31E+00,1.34E+00,1.35E+00
1145.51,1.27E+00,1.24E+00,1.35E+00,1.44E+00,1.55E+00,1.44E+00,1.31E+00,1.34E+00,1.35E+00
1146.47,1.27E+00,1.22E+00,1.35E+00,1.45E+00,1.56E+00,1.46E+00,1.30E+00,1.34E+00,1.35E+00
1147.44,1.26E+00,1.20E+00,1.34E+00,1.45E+00,1.57E+00,1.47E+00,1.30E+00,1.34E+00,1.35E+00
1148.4,1.26E+00,1.18E+00,1.34E+00,1.46E+00,1.58E+00,1.48E+00,1.30E+00,1.35E+00,1.35E+00
1149.37,1.25E+00,1.16E+00,1.34E+00,1.46E+00,1.59E+00,1.49E+00,1.30E+00,1.35E+00,1.36E+00
1150.33,1.25E+00,1.14E+00,1.34E+00,1.47E+00,1.60E+00,1.50E+00,1.30E+00,1.35E+00,1.36E+00
1151.3,1.24E+00,1.12E+00,1.33E+00,1.47E+00,1.61E+00,1.51E+00,1.30E+00,1.36E+00,1.36E+00
1152.26,1.24E+00,1.10E+00,1.33E+00,1.48E+00,1.62E+00,1.52E+00,1.30E+00,1.36E+00,1.36E+00
1153.22,1.23E+00,1.08E+00,1.33E+00,1.48E+00,1.63E+00,1.54E+00,1.30E+00,1.37E+00,1.36E+00
1154.19,1.23E+00,1.07E+00,1.33E+00,1.49E+00,1.64E+00,1.55E+00,1.30E+00,1.37E+00,1.36E+00
1155.15,1.22E+00,1.06E+00,1.32E+00,1.49E+00,1.66E+00,1.56E+00,1.30E+00,1.38E+00,1.37E+00
1156.12,1.21E+00,1.05E+00,1.32E+00,1.50E+00,1.67E+00,1.57E+00,1.30E+00,1.38E+00,1.37E+00
1157.08,1.20E+00,1.05E+00,1.32E+00,1.50E+00,1.68E+00,1.59E+00,1.30E+00,1.39E+00,1.37E+00
1158.04,1.20E+00,1.04E+00,1.32E+00,1.51E+00,1.69E+00,1.60E+00,1.30E+00,1.40E+00,1.38E+00
1159.01,1.19E+00,1.04E+00,1.33E+00,1.51E+00,1.70E+00,1.61E+00,1.30E+00,1.40E+00,1.38E+00
1159.97,1.18E+00,1.04E+00,1.33E+00,1.51E+00,1.71E+00,1.62E+00,1.30E+00,1.41E+00,1.38E+00
1160.94,1.16E+00,1.04E+00,1.33E+00,1.51E+00,1.71E+00,1.62E+00,1.30E+00,1.41E+00,1.38E+00
1161.9,1.15E+00,1.04E+00,1.33E+00,1.51E+00,1.71E+00,1.62E+00,1.29E+00,1.41E+00,1.38E+00
1162.87,1.14E+00,1.03E+00,1.32E+00,1.50E+00,1.71E+00,1.62E+00,1.29E+00,1.41E+00,1.38E+00
1163.83,1.12E+00,1.02E+00,1.32E+00,1.49E+00,1.71E+00,1.62E+00,1.28E+00,1.41E+00,1.37E+00
1164.79,1.10E+00,1.00E+00,1.31E+00,1.47E+00,1.70E+00,1.61E+00,1.26E+00,1.40E+00,1.36E+00
1165.76,1.08E+00,9.78E-01,1.29E+00,1.45E+00,1.69E+00,1.59E+00,1.25E+00,1.39E+00,1.35E+00
1166.72,1.06E+00,9.52E-01,1.27E+00,1.43E+00,1.68E+00,1.58E+00,1.23E+00,1.38E+00,1.33E+00
1167.69,1.03E+00,9.23E-01,1.26E+00,1.41E+00,1.66E+00,1.56E+00,1.22E+00,1.37E+00,1.32E+00
1168.65,1.01E+00,8.93E-01,1.24E+00,1.38E+00,1.64E+00,1.54E+00,1.20E+00,1.35E+00,1.30E+00
1169.62,9.89E-01,8.63E-01,1.22E+00,1.36E+00,1.63E+00,1.51E+00,1.18E+00,1.34E+00,1.28E+00
1170.58,9.67E-01,8.32E-01,1.20E+00,1.33E+00,1.61E+00,1.49E+00,1.16E+00,1.32E+00,1.26E+00
1171.54,9.46E-01,8.02E-01,1.17E+00,1.30E+00,1.58E+00,1.46E+00,1.14E+00,1.30E+00,1.24E+00
1172.51,9.26E-01,7.73E-01,1.15E+00,1.27E+00,1.56E+00,1.44E+00,1.12E+00,1.29E+00,1.22E+00
1173.47,9.07E-01,7.44E-01,1.13E+00,1.24E+00,1.54E+00,1.41E+00,1.10E+00,1.27E+00,1.19E+00
1174.44,8.90E-01,7.17E-01,1.10E+00,1.21E+00,1.51E+00,1.38E+00,1.08E+00,1.25E+00,1.17E+00
1175.4,8.73E-01,6.90E-01,1.08E+00,1.18E+00,1.48E+00,1.35E+00,1.05E+00,1.22E+00,1.14E+00
1176.36,8.57E-01,6.64E-01,1.05E+00,1.15E+00,1.45E+00,1.32E+00,1.03E+00,1.20E+00,1.12E+00
1177.33,8.42E-01,6.39E-01,1.02E+00,1.11E+00,1.41E+00,1.28E+00,1.01E+00,1.17E+00,1.09E+00
1178.29,8.27E-01,6.15E-01,9.92E-01,1.08E+00,1.37E+00,1.25E+00,9.81E-01,1.14E+00,1.06E+00
1179.26,8.13E-01,5.91E-01,9.60E-01,1.04E+00,1.33E+00,1.20E+00,9.55E-01,1.11E+00,1.03E+00
1180.22,8.00E-01,5.67E-01,9.26E-01,1.01E+00,1.29E+00,1.16E+00,9.27E-01,1.08E+00,9.94E-01
1181.19,7.88E-01,5.44E-01,8.91E-01,9.73E-01,1.25E+00,1.11E+00,9.00E-01,1.04E+00,9.59E-01
1182.15,7.78E-01,5.22E-01,8.58E-01,9.38E-01,1.20E+00,1.07E+00,8.74E-01,1.01E+00,9.26E-01
1183.12,7.70E-01,5.01E-01,8.27E-01,9.05E-01,1.16E+00,1.02E+00,8.50E-01,9.75E-01,8.95E-01
1184.08,7.63E-01,4.81E-01,7.99E-01,8.76E-01,1.13E+00,9.80E-01,8.29E-01,9.47E-01,8.67E-01
1185.04,7.59E-01,4.62E-01,7.74E-01,8.52E-01,1.10E+00,9.46E-01,8.12E-01,9.24E-01,8.44E-01
1186.01,7.57E-01,4.45E-01,7.55E-01,8.33E-01,1.08E+00,9.19E-01,7.99E-01,9.06E-01,8.26E-01
1186.97,7.57E-01,4.29E-01,7.39E-01,8.19E-01,1.07E+00,9.01E-01,7.90E-01,8.95E-01,8.14E-01
1187.94,7.59E-01,4.14E-01,7.29E-01,8.11E-01,1.06E+00,8.91E-01,7.86E-01,8.91E-01,8.07E-01
1188.9,7.63E-01,4.00E-01,7.23E-01,8.09E-01,1.06E+00,8.89E-01,7.87E-01,8.93E-01,8.06E-01
1189.86,7.69E-01,3.88E-01,7.21E-01,8.11E-01,1.07E+00,8.95E-01,7.92E-01,9.00E-01,8.10E-01
1190.83,7.77E-01,3.78E-01,7.22E-01,8.16E-01,1.08E+00,9.05E-01,8.01E-01,9.11E-01,8.17E-01
1191.79,7.86E-01,3.68E-01,7.25E-01,8.24E-01,1.09E+00,9.20E-01,8.12E-01,9.25E-01,8.28E-01
1192.76,7.96E-01,3.59E-01,7.29E-01,8.34E-01,1.11E+00,9.36E-01,8.25E-01,9.40E-01,8.39E-01
1193.72,8.07E-01,3.50E-01,7.32E-01,8.45E-01,1.12E+00,9.53E-01,8.38E-01,9.55E-01,8.50E-01
1194.68,8.18E-01,3.41E-01,7.34E-01,8.55E-01,1.13E+00,9.70E-01,8.51E-01,9.67E-01,8.60E-01
1195.65,8.28E-01,3.32E-01,7.33E-01,8.65E-01,1.14E+00,9.87E-01,8.61E-01,9.76E-01,8.68E-01
1196.61,8.39E-01,3.23E-01,7.30E-01,8.75E-01,1.15E+00,1.00E+00,8.70E-01,9.82E-01,8.73E-01
1197.58,8.49E-01,3.14E-01,7.24E-01,8.83E-01,1.16E+00,1.02E+00,8.76E-01,9.84E-01,8.74E-01
1198.54,8.59E-01,3.05E-01,7.16E-01,8.91E-01,1.17E+00,1.03E+00,8.79E-01,9.82E-01,8.73E-01
1199.51,8.68E-01,2.96E-01,7.07E-01,8.96E-01,1.17E+00,1.04E+00,8.80E-01,9.77E-01,8.69E-01
1200.47,8.76E-01,2.87E-01,6.96E-01,8.99E-01,1.17E+00,1.04E+00,8.79E-01,9.70E-01,8.63E-01
1201.44,8.84E-01,2.77E-01,6.85E-01,8.99E-01,1.17E+00,1.04E+00,8.76E-01,9.62E-01,8.55E-01
1202.4,8.90E-01,2.68E-01,6.74E-01,8.95E-01,1.16E+00,1.03E+00,8.73E-01,9.53E-01,8.47E-01
1203.36,8.96E-01,2.58E-01,6.63E-01,8.89E-01,1.15E+00,1.02E+00,8.69E-01,9.44E-01,8.37E-01
1204.33,9.01E-01,2.49E-01,6.53E-01,8.81E-01,1.14E+00,1.01E+00,8.64E-01,9.35E-01,8.28E-01
1205.29,9.06E-01,2.39E-01,6.45E-01,8.71E-01,1.13E+00,9.96E-01,8.61E-01,9.28E-01,8.21E-01
1206.26,9.11E-01,2.30E-01,6.38E-01,8.62E-01,1.12E+00,9.81E-01,8.57E-01,9.22E-01,8.14E-01
1207.22,9.15E-01,2.21E-01,6.32E-01,8.53E-01,1.11E+00,9.67E-01,8.55E-01,9.18E-01,8.09E-01
1208.18,9.19E-01,2.12E-01,6.27E-01,8.46E-01,1.10E+00,9.57E-01,8.54E-01,9.16E-01,8.05E-01
1209.15,9.24E-01,2.04E-01,6.24E-01,8.41E-01,1.10E+00,9.49E-01,8.54E-01,9.15E-01,8.03E-01
1210.11,9.28E-01,1.96E-01,6.22E-01,8.37E-01,1.10E+00,9.45E-01,8.55E-01,9.17E-01,8.03E-01
1211.08,9.33E-01,1.88E-01,6.21E-01,8.36E-01,1.10E+00,9.44E-01,8.58E-01,9.20E-01,8.04E-01
1212.04,9.37E-01,1.80E-01,6.22E-01,8.36E-01,1.10E+00,9.45E-01,8.61E-01,9.25E-01,8.06E-01
1213.01,9.43E-01,1.73E-01,6.24E-01,8.38E-01,1.10E+00,9.49E-01,8.65E-01,9.31E-01,8.10E-01
1213.97,9.48E-01,1.67E-01,6.26E-01,8.42E-01,1.11E+00,9.55E-01,8.70E-01,9.38E-01,8.14E-01
1214.93,9.54E-01,1.60E-01,6.28E-01,8.46E-01,1.11E+00,9.62E-01,8.75E-01,9.45E-01,8.19E-01
1215.9,9.59E-01,1.54E-01,6.31E-01,8.51E-01,1.12E+00,9.69E-01,8.81E-01,9.52E-01,8.24E-01
1216.86,9.64E-01,1.49E-01,6.33E-01,8.57E-01,1.13E+00,9.76E-01,8.86E-01,9.59E-01,8.30E-01
1217.83,9.69E-01,1.44E-01,6.35E-01,8.62E-01,1.13E+00,9.83E-01,8.91E-01,9.66E-01,8.35E-01
1218.79,9.74E-01,1.39E-01,6.36E-01,8.67E-01,1.14E+00,9.90E-01,8.97E-01,9.73E-01,8.40E-01
1219.76,9.78E-01,1.34E-01,6.38E-01,8.72E-01,1.14E+00,9.97E-01,9.02E-01,9.79E-01,8.45E-01
1220.72,9.83E-01,1.30E-01,6.40E-01,8.77E-01,1.15E+00,1.00E+00,9.07E-01,9.85E-01,8.50E-01
1221.68,9.87E-01,1.27E-01,6.41E-01,8.83E-01,1.15E+00,1.01E+00,9.11E-01,9.91E-01,8.54E-01
1222.65,9.91E-01,1.23E-01,6.42E-01,8.89E-01,1.16E+00,1.02E+00,9.15E-01,9.95E-01,8.58E-01
1223.61,9.95E-01,1.20E-01,6.43E-01,8.95E-01,1.16E+00,1.02E+00,9.18E-01,9.99E-01,8.60E-01
1224.58,9.97E-01,1.17E-01,6.42E-01,9.00E-01,1.17E+00,1.03E+00,9.20E-01,1.00E+00,8.61E-01
1225.54,1.00E+00,1.14E-01,6.41E-01,9.07E-01,1.17E+00,1.04E+00,9.20E-01,1.00E+00,8.61E-01
1226.51,1.00E+00,1.11E-01,6.39E-01,9.13E-01,1.18E+00,1.05E+00,9.20E-01,1.00E+00,8.60E-01
1227.47,1.00E+00,1.09E-01,6.38E-01,9.19E-01,1.18E+00,1.06E+00,9.21E-01,1.00E+00,8.59E-01
1228.43,1.00E+00,1.06E-01,6.37E-01,9.26E-01,1.19E+00,1.07E+00,9.21E-01,1.00E+00,8.58E-01
1229.4,1.01E+00,1.04E-01,6.37E-01,9.33E-01,1.19E+00,1.08E+00,9.22E-01,1.00E+00,8.58E-01
1230.36,1.01E+00,1.02E-01,6.37E-01,9.39E-01,1.20E+00,1.09E+00,9.24E-01,1.01E+00,8.59E-01
1231.33,1.01E+00,1.00E-01,6.37E-01,9.44E-01,1.21E+00,1.09E+00,9.26E-01,1.01E+00,8.61E-01
1232.29,1.01E+00,9.82E-02,6.38E-01,9.47E-01,1.21E+00,1.10E+00,9.28E-01,1.01E+00,8.62E-01
1233.26,1.01E+00,9.61E-02,6.38E-01,9.48E-01,1.21E+00,1.10E+00,9.29E-01,1.02E+00,8.63E-01
1234.22,1.01E+00,9.40E-02,6.39E-01,9.48E-01,1.21E+00,1.10E+00,9.30E-01,1.02E+00,8.64E-01
1235.18,1.01E+00,9.20E-02,6.39E-01,9.47E-01,1.21E+00,1.10E+00,9.30E-01,1.03E+00,8.65E-01
1236.15,1.01E+00,9.02E-02,6.40E-01,9.45E-01,1.21E+00,1.10E+00,9.30E-01,1.03E+00,8.65E-01
1237.11,1.01E+00,8.85E-02,6.40E-01,9.43E-01,1.21E+00,1.10E+00,9.30E-01,1.03E+00,8.66E-01
1238.08,1.01E+00,8.70E-02,6.40E-01,9.41E-01,1.21E+00,1.09E+00,9.29E-01,1.03E+00,8.66E-01
1239.04,1.01E+00,8.54E-02,6.40E-01,9.39E-01,1.21E+00,1.09E+00,9.29E-01,1.04E+00,8.65E-01
1240,1.00E+00,8.38E-02,6.38E-01,9.37E-01,1.20E+00,1.09E+00,9.28E-01,1.04E+00,8.64E-01
1240.97,1.00E+00,8.22E-02,6.36E-01,9.36E-01,1.20E+00,1.08E+00,9.27E-01,1.04E+00,8.63E-01
1241.93,1.00E+00,8.04E-02,6.34E-01,9.34E-01,1.19E+00,1.08E+00,9.27E-01,1.03E+00,8.62E-01
1242.9,9.99E-01,7.88E-02,6.32E-01,9.32E-01,1.19E+00,1.07E+00,9.27E-01,1.03E+00,8.61E-01
1243.86,9.99E-01,7.73E-02,6.31E-01,9.32E-01,1.19E+00,1.07E+00,9.27E-01,1.04E+00,8.62E-01
1244.82,9.98E-01,7.60E-02,6.30E-01,9.32E-01,1.18E+00,1.07E+00,9.29E-01,1.04E+00,8.63E-01
1245.79,9.98E-01,7.49E-02,6.30E-01,9.32E-01,1.18E+00,1.07E+00,9.30E-01,1.04E+00,8.65E-01
1246.75,9.98E-01,7.38E-02,6.29E-01,9.33E-01,1.18E+00,1.08E+00,9.31E-01,1.04E+00,8.66E-01
1247.72,9.98E-01,7.27E-02,6.27E-01,9.33E-01,1.18E+00,1.08E+00,9.31E-01,1.04E+00,8.66E-01
1248.68,9.98E-01,7.15E-02,6.23E-01,9.33E-01,1.18E+00,1.08E+00,9.30E-01,1.04E+00,8.64E-01
1249.65,9.97E-01,7.02E-02,6.18E-01,9.31E-01,1.18E+00,1.08E+00,9.27E-01,1.04E+00,8.59E-01
1250.61,9.96E-01,6.90E-02,6.11E-01,9.29E-01,1.18E+00,1.07E+00,9.23E-01,1.03E+00,8.53E-01
1251.58,9.96E-01,6.81E-02,6.05E-01,9.28E-01,1.17E+00,1.07E+00,9.19E-01,1.03E+00,8.46E-01
1252.54,9.97E-01,6.76E-02,5.99E-01,9.27E-01,1.17E+00,1.07E+00,9.15E-01,1.02E+00,8.39E-01
1253.5,9.97E-01,6.76E-02,5.94E-01,9.27E-01,1.17E+00,1.08E+00,9.12E-01,1.02E+00,8.34E-01
1254.47,9.99E-01,6.80E-02,5.90E-01,9.29E-01,1.17E+00,1.08E+00,9.11E-01,1.01E+00,8.30E-01
1255.43,1.00E+00,6.88E-02,5.88E-01,9.32E-01,1.18E+00,1.09E+00,9.10E-01,1.01E+00,8.28E-01
1256.4,1.00E+00,6.98E-02,5.86E-01,9.37E-01,1.18E+00,1.10E+00,9.11E-01,1.01E+00,8.27E-01
1257.36,1.00E+00,7.08E-02,5.85E-01,9.42E-01,1.19E+00,1.11E+00,9.13E-01,1.01E+00,8.27E-01
1258.32,1.01E+00,7.17E-02,5.83E-01,9.47E-01,1.19E+00,1.12E+00,9.14E-01,1.02E+00,8.28E-01
1259.29,1.01E+00,7.24E-02,5.80E-01,9.52E-01,1.20E+00,1.13E+00,9.15E-01,1.02E+00,8.28E-01
1260.25,1.01E+00,7.29E-02,5.76E-01,9.55E-01,1.20E+00,1.14E+00,9.16E-01,1.02E+00,8.27E-01
1261.22,1.01E+00,7.31E-02,5.72E-01,9.56E-01,1.20E+00,1.14E+00,9.15E-01,1.02E+00,8.24E-01
1262.18,1.02E+00,7.32E-02,5.66E-01,9.55E-01,1.20E+00,1.14E+00,9.14E-01,1.01E+00,8.20E-01
1263.15,1.02E+00,7.31E-02,5.61E-01,9.50E-01,1.19E+00,1.14E+00,9.12E-01,1.01E+00,8.16E-01
1264.11,1.02E+00,7.32E-02,5.55E-01,9.43E-01,1.18E+00,1.13E+00,9.08E-01,1.00E+00,8.11E-01
1265.07,1.02E+00,7.36E-02,5.51E-01,9.33E-01,1.17E+00,1.12E+00,9.05E-01,9.98E-01,8.06E-01
1266.04,1.02E+00,7.41E-02,5.48E-01,9.22E-01,1.16E+00,1.11E+00,9.02E-01,9.94E-01,8.03E-01
1267,1.01E+00,7.48E-02,5.46E-01,9.11E-01,1.14E+00,1.09E+00,9.00E-01,9.91E-01,8.01E-01
1267.97,1.01E+00,7.54E-02,5.45E-01,9.01E-01,1.13E+00,1.08E+00,8.98E-01,9.90E-01,8.01E-01
1268.93,1.01E+00,7.56E-02,5.44E-01,8.91E-01,1.12E+00,1.07E+00,8.96E-01,9.88E-01,8.00E-01
1269.9,1.00E+00,7.50E-02,5.42E-01,8.81E-01,1.11E+00,1.06E+00,8.93E-01,9.86E-01,7.99E-01
1270.86,9.98E-01,7.34E-02,5.39E-01,8.71E-01,1.10E+00,1.05E+00,8.90E-01,9.84E-01,7.96E-01
1271.82,9.92E-01,7.09E-02,5.34E-01,8.61E-01,1.09E+00,1.04E+00,8.85E-01,9.79E-01,7.92E-01
1272.79,9.86E-01,6.77E-02,5.29E-01,8.50E-01,1.08E+00,1.03E+00,8.79E-01,9.73E-01,7.86E-01
1273.75,9.78E-01,6.41E-02,5.22E-01,8.38E-01,1.07E+00,1.01E+00,8.71E-01,9.66E-01,7.79E-01
1274.72,9.70E-01,6.05E-02,5.15E-01,8.27E-01,1.06E+00,1.00E+00,8.64E-01,9.58E-01,7.71E-01
1275.68,9.62E-01,5.69E-02,5.08E-01,8.15E-01,1.05E+00,9.87E-01,8.56E-01,9.51E-01,7.63E-01
1276.64,9.54E-01,5.34E-02,5.01E-01,8.04E-01,1.04E+00,9.75E-01,8.48E-01,9.44E-01,7.56E-01
1277.61,9.45E-01,5.00E-02,4.95E-01,7.93E-01,1.03E+00,9.63E-01,8.41E-01,9.38E-01,7.49E-01
1278.57,9.36E-01,4.65E-02,4.88E-01,7.83E-01,1.02E+00,9.51E-01,8.34E-01,9.32E-01,7.43E-01
1279.54,9.27E-01,4.28E-02,4.81E-01,7.72E-01,1.01E+00,9.40E-01,8.26E-01,9.27E-01,7.36E-01
1280.5,9.18E-01,3.89E-02,4.75E-01,7.62E-01,9.97E-01,9.29E-01,8.19E-01,9.22E-01,7.29E-01
1281.47,9.08E-01,3.49E-02,4.68E-01,7.51E-01,9.86E-01,9.18E-01,8.12E-01,9.16E-01,7.23E-01
1282.43,8.99E-01,3.09E-02,4.62E-01,7.41E-01,9.75E-01,9.07E-01,8.04E-01,9.10E-01,7.16E-01
1283.4,8.90E-01,2.70E-02,4.55E-01,7.31E-01,9.65E-01,8.97E-01,7.97E-01,9.03E-01,7.10E-01
1284.36,8.81E-01,2.32E-02,4.49E-01,7.21E-01,9.54E-01,8.88E-01,7.90E-01,8.97E-01,7.04E-01
1285.32,8.72E-01,1.95E-02,4.44E-01,7.12E-01,9.44E-01,8.79E-01,7.83E-01,8.90E-01,6.98E-01
1286.29,8.63E-01,1.58E-02,4.38E-01,7.04E-01,9.35E-01,8.71E-01,7.76E-01,8.84E-01,6.92E-01
1287.25,8.55E-01,1.23E-02,4.34E-01,6.95E-01,9.25E-01,8.63E-01,7.69E-01,8.78E-01,6.87E-01
