Wavenumber,GreenSpruce_Abs,GreenSpruce_Abs,GreenSpruce_Abs,Lodgepole_Abs,Lodgepole_Abs,Lodgepole_Abs,RedSpruce_Abs,RedSpruce_Abs,RedSpruce_Abs
1681.62,8.78E-01,3.88E-01,8.62E-01,8.82E-01,9.38E-01,9.05E-01,7.51E-01,8.31E-01,7.80E-01
1682.59,8.58E-01,3.77E-01,8.42E-01,8.77E-01,9.36E-01,9.02E-01,7.36E-01,8.17E-01,7.63E-01
1683.55,8.32E-01,3.63E-01,8.18E-01,8.71E-01,9.35E-01,8.99E-01,7.16E-01,7.99E-01,7.43E-01
1684.52,8.02E-01,3.47E-01,7.92E-01,8.65E-01,9.35E-01,8.98E-01,6.95E-01,7.80E-01,7.20E-01
1685.48,7.74E-01,3.32E-01,7.68E-01,8.61E-01,9.37E-01,8.98E-01,6.76E-01,7.62E-01,7.00E-01
1686.44,7.53E-01,3.20E-01,7.50E-01,8.60E-01,9.43E-01,9.02E-01,6.63E-01,7.50E-01,6.86E-01
1687.41,7.38E-01,3.12E-01,7.39E-01,8.63E-01,9.50E-01,9.08E-01,6.54E-01,7.43E-01,6.78E-01
1688.37,7.28E-01,3.06E-01,7.33E-01,8.66E-01,9.58E-01,9.15E-01,6.50E-01,7.40E-01,6.74E-01
1689.34,7.21E-01,3.02E-01,7.27E-01,8.70E-01,9.65E-01,9.22E-01,6.46E-01,7.38E-01,6.71E-01
1690.3,7.13E-01,2.97E-01,7.20E-01,8.73E-01,9.70E-01,9.27E-01,6.41E-01,7.35E-01,6.66E-01
1691.27,7.03E-01,2.92E-01,7.11E-01,8.73E-01,9.74E-01,9.31E-01,6.34E-01,7.30E-01,6.61E-01
1692.23,6.93E-01,2.86E-01,7.00E-01,8.74E-01,9.78E-01,9.34E-01,6.26E-01,7.24E-01,6.54E-01
1693.19,6.82E-01,2.80E-01,6.90E-01,8.74E-01,9.82E-01,9.37E-01,6.18E-01,7.18E-01,6.47E-01
1694.16,6.71E-01,2.75E-01,6.81E-01,8.76E-01,9.88E-01,9.41E-01,6.11E-01,7.13E-01,6.41E-01
1695.12,6.63E-01,2.71E-01,6.75E-01,8.80E-01,9.96E-01,9.48E-01,6.07E-01,7.11E-01,6.39E-01
1696.09,6.56E-01,2.67E-01,6.71E-01,8.86E-01,1.01E+00,9.58E-01,6.04E-01,7.11E-01,6.39E-01
1697.05,6.48E-01,2.63E-01,6.68E-01,8.93E-01,1.02E+00,9.69E-01,6.02E-01,7.13E-01,6.39E-01
1698.02,6.38E-01,2.58E-01,6.63E-01,9.01E-01,1.04E+00,9.81E-01,5.99E-01,7.13E-01,6.38E-01
1698.98,6.25E-01,2.51E-01,6.54E-01,9.07E-01,1.05E+00,9.92E-01,5.94E-01,7.11E-01,6.35E-01
1699.94,6.12E-01,2.43E-01,6.46E-01,9.14E-01,1.06E+00,1.00E+00,5.89E-01,7.09E-01,6.31E-01
1700.91,6.01E-01,2.37E-01,6.40E-01,9.22E-01,1.08E+00,1.02E+00,5.86E-01,7.09E-01,6.29E-01
1701.87,5.95E-01,2.33E-01,6.39E-01,9.32E-01,1.09E+00,1.03E+00,5.87E-01,7.13E-01,6.31E-01
1702.84,5.93E-01,2.31E-01,6.44E-01,9.43E-01,1.11E+00,1.05E+00,5.91E-01,7.20E-01,6.37E-01
1703.8,5.95E-01,2.31E-01,6.52E-01,9.55E-01,1.12E+00,1.06E+00,5.98E-01,7.29E-01,6.45E-01
1704.76,5.97E-01,2.32E-01,6.59E-01,9.67E-01,1.14E+00,1.08E+00,6.04E-01,7.39E-01,6.54E-01
1705.73,5.97E-01,2.31E-01,6.65E-01,9.78E-01,1.15E+00,1.09E+00,6.09E-01,7.47E-01,6.60E-01
1706.69,5.96E-01,2.30E-01,6.68E-01,9.87E-01,1.16E+00,1.10E+00,6.12E-01,7.53E-01,6.65E-01
1707.66,5.94E-01,2.29E-01,6.70E-01,9.96E-01,1.18E+00,1.12E+00,6.15E-01,7.58E-01,6.70E-01
1708.62,5.93E-01,2.28E-01,6.72E-01,1.00E+00,1.19E+00,1.13E+00,6.17E-01,7.64E-01,6.74E-01
1709.59,5.93E-01,2.27E-01,6.75E-01,1.01E+00,1.20E+00,1.14E+00,6.21E-01,7.70E-01,6.79E-01
1710.55,5.95E-01,2.28E-01,6.80E-01,1.02E+00,1.20E+00,1.15E+00,6.26E-01,7.77E-01,6.85E-01
1711.51,5.98E-01,2.30E-01,6.86E-01,1.03E+00,1.21E+00,1.16E+00,6.32E-01,7.85E-01,6.92E-01
1712.48,6.01E-01,2.32E-01,6.92E-01,1.04E+00,1.22E+00,1.17E+00,6.38E-01,7.93E-01,6.99E-01
1713.44,6.03E-01,2.33E-01,6.97E-01,1.05E+00,1.23E+00,1.18E+00,6.43E-01,8.01E-01,7.06E-01
1714.41,6.03E-01,2.33E-01,7.01E-01,1.06E+00,1.25E+00,1.19E+00,6.47E-01,8.08E-01,7.12E-01
1715.37,6.01E-01,2.32E-01,7.04E-01,1.07E+00,1.26E+00,1.20E+00,6.51E-01,8.15E-01,7.18E-01
1716.34,5.97E-01,2.29E-01,7.07E-01,1.08E+00,1.28E+00,1.22E+00,6.56E-01,8.23E-01,7.25E-01
1717.3,5.95E-01,2.27E-01,7.10E-01,1.10E+00,1.30E+00,1.24E+00,6.62E-01,8.32E-01,7.34E-01
1718.26,5.94E-01,2.26E-01,7.16E-01,1.11E+00,1.32E+00,1.26E+00,6.70E-01,8.44E-01,7.45E-01
1719.23,5.96E-01,2.26E-01,7.25E-01,1.13E+00,1.34E+00,1.28E+00,6.79E-01,8.57E-01,7.58E-01
1720.19,5.98E-01,2.27E-01,7.36E-01,1.15E+00,1.37E+00,1.30E+00,6.89E-01,8.73E-01,7.72E-01
1721.16,6.01E-01,2.28E-01,7.49E-01,1.17E+00,1.39E+00,1.33E+00,7.00E-01,8.90E-01,7.87E-01
1722.12,6.02E-01,2.29E-01,7.62E-01,1.19E+00,1.42E+00,1.36E+00,7.11E-01,9.09E-01,8.03E-01
1723.08,6.02E-01,2.30E-01,7.77E-01,1.21E+00,1.45E+00,1.39E+00,7.23E-01,9.30E-01,8.21E-01
1724.05,6.02E-01,2.31E-01,7.92E-01,1.23E+00,1.48E+00,1.42E+00,7.37E-01,9.53E-01,8.40E-01
1725.01,6.04E-01,2.33E-01,8.09E-01,1.25E+00,1.51E+00,1.46E+00,7.52E-01,9.79E-01,8.61E-01
1725.98,6.06E-01,2.35E-01,8.28E-01,1.28E+00,1.54E+00,1.50E+00,7.70E-01,1.01E+00,8.83E-01
1726.94,6.09E-01,2.38E-01,8.47E-01,1.30E+00,1.57E+00,1.53E+00,7.88E-01,1.03E+00,9.07E-01
1727.91,6.12E-01,2.41E-01,8.65E-01,1.32E+00,1.60E+00,1.57E+00,8.07E-01,1.06E+00,9.29E-01
1728.87,6.15E-01,2.44E-01,8.82E-01,1.34E+00,1.62E+00,1.60E+00,8.24E-01,1.09E+00,9.50E-01
1729.84,6.15E-01,2.45E-01,8.95E-01,1.36E+00,1.64E+00,1.62E+00,8.39E-01,1.11E+00,9.67E-01
1730.8,6.12E-01,2.45E-01,9.01E-01,1.36E+00,1.65E+00,1.64E+00,8.49E-01,1.13E+00,9.79E-01
1731.76,6.05E-01,2.43E-01,9.00E-01,1.36E+00,1.65E+00,1.64E+00,8.54E-01,1.13E+00,9.84E-01
1732.73,5.96E-01,2.40E-01,8.88E-01,1.35E+00,1.64E+00,1.62E+00,8.51E-01,1.13E+00,9.78E-01
1733.69,5.84E-01,2.35E-01,8.65E-01,1.32E+00,1.60E+00,1.59E+00,8.40E-01,1.11E+00,9.62E-01
1734.66,5.71E-01,2.29E-01,8.35E-01,1.28E+00,1.55E+00,1.54E+00,8.21E-01,1.08E+00,9.36E-01
1735.62,5.57E-01,2.22E-01,7.99E-01,1.23E+00,1.50E+00,1.48E+00,7.96E-01,1.04E+00,9.04E-01
1736.58,5.41E-01,2.13E-01,7.60E-01,1.19E+00,1.44E+00,1.42E+00,7.67E-01,1.00E+00,8.66E-01
1737.55,5.25E-01,2.04E-01,7.18E-01,1.13E+00,1.37E+00,1.35E+00,7.33E-01,9.55E-01,8.23E-01
1738.51,5.06E-01,1.94E-01,6.73E-01,1.08E+00,1.30E+00,1.28E+00,6.95E-01,9.03E-01,7.77E-01
1739.48,4.87E-01,1.84E-01,6.26E-01,1.02E+00,1.23E+00,1.21E+00,6.53E-01,8.47E-01,7.26E-01
1740.44,4.67E-01,1.73E-01,5.79E-01,9.56E-01,1.15E+00,1.13E+00,6.09E-01,7.88E-01,6.74E-01
1741.41,4.48E-01,1.63E-01,5.33E-01,8.93E-01,1.07E+00,1.05E+00,5.65E-01,7.29E-01,6.23E-01
1742.37,4.31E-01,1.54E-01,4.91E-01,8.34E-01,1.00E+00,9.82E-01,5.23E-01,6.73E-01,5.74E-01
1743.33,4.15E-01,1.45E-01,4.54E-01,7.80E-01,9.34E-01,9.16E-01,4.85E-01,6.23E-01,5.31E-01
1744.3,3.99E-01,1.37E-01,4.20E-01,7.31E-01,8.75E-01,8.59E-01,4.51E-01,5.78E-01,4.92E-01
1745.26,3.82E-01,1.28E-01,3.89E-01,6.87E-01,8.23E-01,8.08E-01,4.19E-01,5.38E-01,4.56E-01
1746.23,3.65E-01,1.19E-01,3.59E-01,6.45E-01,7.74E-01,7.61E-01,3.89E-01,5.00E-01,4.22E-01
1747.19,3.46E-01,1.09E-01,3.29E-01,6.04E-01,7.27E-01,7.15E-01,3.59E-01,4.64E-01,3.89E-01
1748.16,3.27E-01,9.96E-02,2.98E-01,5.62E-01,6.81E-01,6.70E-01,3.31E-01,4.28E-01,3.56E-01
1749.12,3.09E-01,9.03E-02,2.69E-01,5.23E-01,6.37E-01,6.27E-01,3.04E-01,3.94E-01,3.24E-01
1750.08,2.91E-01,8.20E-02,2.43E-01,4.87E-01,5.97E-01,5.87E-01,2.79E-01,3.63E-01,2.96E-01
1751.05,2.75E-01,7.48E-02,2.20E-01,4.56E-01,5.62E-01,5.53E-01,2.58E-01,3.36E-01,2.70E-01
1752.01,2.60E-01,6.85E-02,2.00E-01,4.30E-01,5.33E-01,5.24E-01,2.40E-01,3.13E-01,2.49E-01
1752.98,2.45E-01,6.30E-02,1.84E-01,4.08E-01,5.08E-01,5.01E-01,2.24E-01,2.94E-01,2.30E-01
1753.94,2.31E-01,5.79E-02,1.70E-01,3.88E-01,4.86E-01,4.80E-01,2.10E-01,2.78E-01,2.13E-01
1754.9,2.18E-01,5.32E-02,1.58E-01,3.71E-01,4.66E-01,4.62E-01,1.97E-01,2.63E-01,1.97E-01
1755.87,2.07E-01,4.91E-02,1.47E-01,3.54E-01,4.47E-01,4.44E-01,1.86E-01,2.49E-01,1.83E-01
1756.83,1.96E-01,4.54E-02,1.36E-01,3.39E-01,4.29E-01,4.28E-01,1.76E-01,2.36E-01,1.71E-01
1757.8,1.87E-01,4.20E-02,1.27E-01,3.25E-01,4.13E-01,4.13E-01,1.66E-01,2.25E-01,1.60E-01
1758.76,1.78E-01,3.85E-02,1.18E-01,3.11E-01,3.97E-01,3.98E-01,1.57E-01,2.15E-01,1.49E-01
1759.73,1.68E-01,3.48E-02,1.09E-01,2.97E-01,3.82E-01,3.84E-01,1.48E-01,2.04E-01,1.39E-01
1760.69,1.58E-01,3.06E-02,9.89E-02,2.84E-01,3.67E-01,3.69E-01,1.38E-01,1.93E-01,1.28E-01
1761.66,1.47E-01,2.63E-02,8.87E-02,2.70E-01,3.51E-01,3.55E-01,1.28E-01,1.81E-01,1.17E-01
1762.62,1.37E-01,2.25E-02,7.92E-02,2.56E-01,3.36E-01,3.40E-01,1.18E-01,1.70E-01,1.07E-01
1763.58,1.28E-01,1.95E-02,7.15E-02,2.44E-01,3.21E-01,3.27E-01,1.10E-01,1.60E-01,9.77E-02
1764.55,1.22E-01,1.74E-02,6.57E-02,2.34E-01,3.09E-01,3.15E-01,1.04E-01,1.51E-01,9.09E-02
1765.51,1.17E-01,1.61E-02,6.18E-02,2.26E-01,2.98E-01,3.05E-01,9.87E-02,1.45E-01,8.61E-02
1766.48,1.13E-01,1.51E-02,5.88E-02,2.19E-01,2.89E-01,2.96E-01,9.47E-02,1.40E-01,8.24E-02
1767.44,1.08E-01,1.38E-02,5.58E-02,2.13E-01,2.81E-01,2.88E-01,9.08E-02,1.36E-01,7.90E-02
1768.4,1.03E-01,1.21E-02,5.21E-02,2.06E-01,2.72E-01,2.79E-01,8.62E-02,1.31E-01,7.50E-02
1769.37,9.63E-02,9.80E-03,4.77E-02,1.98E-01,2.63E-01,2.69E-01,8.04E-02,1.25E-01,7.01E-02
1770.33,8.89E-02,7.42E-03,4.31E-02,1.89E-01,2.52E-01,2.59E-01,7.38E-02,1.19E-01,6.45E-02
1771.3,8.19E-02,5.44E-03,3.89E-02,1.80E-01,2.41E-01,2.47E-01,6.74E-02,1.12E-01,5.90E-02
1772.26,7.60E-02,4.26E-03,3.58E-02,1.71E-01,2.30E-01,2.36E-01,6.19E-02,1.06E-01,5.42E-02
1773.22,7.14E-02,3.84E-03,3.39E-02,1.64E-01,2.21E-01,2.27E-01,5.79E-02,1.00E-01,5.06E-02
1774.19,6.76E-02,3.85E-03,3.28E-02,1.59E-01,2.14E-01,2.20E-01,5.50E-02,9.60E-02,4.78E-02
1775.15,6.39E-02,3.82E-03,3.16E-02,1.54E-01,2.08E-01,2.14E-01,5.25E-02,9.23E-02,4.53E-02
1776.12,5.99E-02,3.51E-03,2.99E-02,1.50E-01,2.02E-01,2.08E-01,4.97E-02,8.85E-02,4.26E-02
1777.08,5.55E-02,2.94E-03,2.76E-02,1.45E-01,1.95E-01,2.02E-01,4.66E-02,8.44E-02,3.94E-02
1778.05,5.13E-02,2.34E-03,2.52E-02,1.39E-01,1.88E-01,1.95E-01,4.33E-02,8.01E-02,3.62E-02
1779.01,4.79E-02,1.96E-03,2.30E-02,1.34E-01,1.81E-01,1.88E-01,4.02E-02,7.59E-02,3.35E-02
1779.98,4.53E-02,1.92E-03,2.16E-02,1.28E-01,1.74E-01,1.81E-01,3.77E-02,7.22E-02,3.16E-02
1780.94,4.34E-02,2.10E-03,2.07E-02,1.23E-01,1.68E-01,1.74E-01,3.56E-02,6.91E-02,3.03E-02
1781.9,4.15E-02,2.20E-03,1.99E-02,1.19E-01,1.61E-01,1.68E-01,3.36E-02,6.62E-02,2.92E-02
1782.87,3.90E-02,1.97E-03,1.85E-02,1.13E-01,1.55E-01,1.61E-01,3.12E-02,6.32E-02,2.76E-02
1783.83,3.56E-02,1.37E-03,1.62E-02,1.08E-01,1.48E-01,1.54E-01,2.81E-02,5.96E-02,2.51E-02
1784.8,3.17E-02,6.06E-04,1.32E-02,1.02E-01,1.40E-01,1.47E-01,2.47E-02,5.58E-02,2.18E-02
1785.76,2.80E-02,4.48E-05,1.03E-02,9.58E-02,1.33E-01,1.39E-01,2.15E-02,5.20E-02,1.84E-02
1786.72,2.51E-02,1.82E-16,8.00E-03,9.03E-02,1.26E-01,1.32E-01,1.89E-02,4.88E-02,1.55E-02
1787.69,2.33E-02,5.86E-04,6.84E-03,8.58E-02,1.20E-01,1.26E-01,1.75E-02,4.65E-02,1.36E-02
1788.65,2.25E-02,1.65E-03,6.78E-03,8.22E-02,1.15E-01,1.21E-01,1.70E-02,4.52E-02,1.28E-02
1789.62,2.20E-02,2.80E-03,7.30E-03,7.91E-02,1.11E-01,1.17E-01,1.71E-02,4.45E-02,1.27E-02
1790.58,2.09E-02,3.58E-03,7.58E-03,7.57E-02,1.07E-01,1.13E-01,1.68E-02,4.35E-02,1.26E-02
1791.55,1.88E-02,3.69E-03,6.91E-03,7.15E-02,1.02E-01,1.08E-01,1.56E-02,4.18E-02,1.18E-02
1792.51,1.58E-02,3.17E-03,5.22E-03,6.63E-02,9.56E-02,1.02E-01,1.36E-02,3.92E-02,1.03E-02
1793.47,1.29E-02,2.45E-03,3.24E-03,6.08E-02,8.88E-02,9.55E-02,1.12E-02,3.63E-02,8.64E-03
1794.44,1.09E-02,2.03E-03,1.95E-03,5.59E-02,8.24E-02,8.93E-02,9.40E-03,3.37E-02,7.58E-03
1795.4,1.02E-02,2.12E-03,1.94E-03,5.22E-02,7.70E-02,8.41E-02,8.61E-03,3.22E-02,7.60E-03
1796.37,1.04E-02,2.55E-03,2.94E-03,4.96E-02,7.27E-02,7.99E-02,8.67E-03,3.15E-02,8.45E-03
1797.33,1.07E-02,2.93E-03,4.17E-03,4.75E-02,6.92E-02,7.62E-02,8.92E-03,3.09E-02,9.39E-03
1798.3,1.02E-02,2.88E-03,4.71E-03,4.49E-02,6.54E-02,7.21E-02,8.61E-03,2.97E-02,9.55E-03
1799.26,8.49E-03,2.26E-03,4.10E-03,4.13E-02,6.08E-02,6.72E-02,7.33E-03,2.73E-02,8.43E-03
1800.22,5.79E-03,1.28E-03,2.55E-03,3.66E-02,5.53E-02,6.12E-02,5.16E-03,2.39E-02,6.14E-03
1801.19,2.94E-03,3.79E-04,8.66E-04,3.15E-02,4.92E-02,5.46E-02,2.74E-03,2.01E-02,3.38E-03
1802.15,8.36E-04,-6.06E-17,8.24E-17,2.68E-02,4.34E-02,4.84E-02,8.45E-04,1.66E-02,1.11E-03
1803.12,-2.20E-16,3.21E-04,5.54E-04,2.34E-02,3.87E-02,4.34E-02,-2.72E-16,1.42E-02,1.24E-12
1804.08,2.76E-04,1.15E-03,2.37E-03,2.12E-02,3.53E-02,3.97E-02,1.63E-04,1.30E-02,9.88E-05
1805.04,1.02E-03,2.07E-03,4.72E-03,2.00E-02,3.28E-02,3.71E-02,8.52E-04,1.25E-02,8.99E-04
1806.01,1.53E-03,2.65E-03,6.74E-03,1.89E-02,3.05E-02,3.49E-02,1.44E-03,1.20E-02,1.69E-03
1806.97,1.42E-03,2.69E-03,7.88E-03,1.74E-02,2.81E-02,3.24E-02,1.50E-03,1.10E-02,1.94E-03
1807.94,7.93E-04,2.26E-03,8.11E-03,1.53E-02,2.50E-02,2.93E-02,1.01E-03,9.57E-03,1.54E-03
1808.9,1.38E-04,1.64E-03,7.83E-03,1.27E-02,2.16E-02,2.56E-02,3.08E-04,7.85E-03,7.94E-04
1809.87,0.00E+00,1.17E-03,7.54E-03,1.02E-02,1.83E-02,2.17E-02,-1.33E-04,6.34E-03,1.72E-04
1810.83,6.27E-04,9.99E-04,7.50E-03,8.16E-03,1.54E-02,1.81E-02,6.34E-16,5.35E-03,-5.98E-12
1811.8,1.71E-03,1.03E-03,7.51E-03,6.64E-03,1.30E-02,1.48E-02,6.36E-04,4.83E-03,2.37E-04
1812.76,2.62E-03,1.02E-03,7.10E-03,5.41E-03,1.09E-02,1.19E-02,1.34E-03,4.41E-03,5.61E-04
1813.72,2.80E-03,7.73E-04,5.87E-03,4.11E-03,8.67E-03,9.14E-03,1.63E-03,3.67E-03,6.12E-04
1814.69,2.11E-03,3.30E-04,3.83E-03,2.59E-03,6.18E-03,6.30E-03,1.33E-03,2.46E-03,3.11E-04
1815.65,9.37E-04,5.63E-15,1.57E-03,1.04E-03,3.56E-03,3.54E-03,6.23E-04,1.03E-03,2.56E-10
1816.62,2.20E-16,-1.09E-14,-2.47E-16,2.51E-11,1.30E-03,1.28E-03,-1.36E-15,1.17E-15,-4.88E-10
1817.58,-3.67E-16,5.63E-15,1.65E-16,-2.65E-11,1.43E-11,9.17E-12,8.15E-16,-1.11E-15,2.37E-10
1818.54,1.31E-03,7.96E-04,1.96E-03,1.21E-03,-1.57E-11,-9.57E-12,1.03E-03,1.33E-03,1.05E-03
1819.51,3.59E-03,2.32E-03,5.51E-03,3.38E-03,1.12E-03,1.11E-03,2.89E-03,3.81E-03,3.11E-03
1820.47,6.00E-03,4.00E-03,9.62E-03,5.84E-03,2.78E-03,2.76E-03,4.90E-03,6.80E-03,5.41E-03
1821.44,7.61E-03,5.23E-03,1.31E-02,7.72E-03,4.20E-03,4.23E-03,6.32E-03,9.47E-03,7.10E-03
1822.4,7.89E-03,5.65E-03,1.51E-02,8.46E-03,4.79E-03,4.99E-03,6.71E-03,1.12E-02,7.68E-03
1823.36,6.97E-03,5.34E-03,1.55E-02,8.00E-03,4.46E-03,4.92E-03,6.16E-03,1.19E-02,7.21E-03
1824.33,5.52E-03,4.66E-03,1.49E-02,6.85E-03,3.60E-03,4.39E-03,5.19E-03,1.19E-02,6.31E-03
1825.29,4.38E-03,4.14E-03,1.41E-02,5.80E-03,2.87E-03,3.99E-03,4.50E-03,1.18E-02,5.77E-03
1826.26,4.11E-03,4.10E-03,1.37E-02,5.47E-03,2.79E-03,4.19E-03,4.54E-03,1.21E-02,6.13E-03
1827.22,4.62E-03,4.53E-03,1.40E-02,5.95E-03,3.42E-03,4.99E-03,5.18E-03,1.27E-02,7.27E-03
1828.19,5.24E-03,5.05E-03,1.42E-02,6.69E-03,4.27E-03,5.87E-03,5.83E-03,1.33E-02,8.53E-03
1829.15,5.19E-03,5.21E-03,1.37E-02,6.89E-03,4.61E-03,6.14E-03,5.77E-03,1.31E-02,9.05E-03
1830.12,4.15E-03,4.80E-03,1.23E-02,6.05E-03,4.02E-03,5.38E-03,4.68E-03,1.19E-02,8.38E-03
1831.08,2.44E-03,3.97E-03,1.01E-02,4.26E-03,2.61E-03,3.73E-03,2.87E-03,9.94E-03,6.72E-03
1832.04,8.15E-04,3.11E-03,8.11E-03,2.17E-03,1.02E-03,1.83E-03,1.07E-03,7.87E-03,4.80E-03
1833.01,2.20E-16,2.58E-03,6.90E-03,5.77E-04,3.48E-11,4.22E-04,-9.06E-17,6.31E-03,3.40E-03
1833.97,2.32E-04,2.52E-03,6.76E-03,3.20E-12,-3.75E-11,7.21E-13,-9.06E-17,5.58E-03,2.92E-03
1834.94,1.21E-03,2.80E-03,7.39E-03,4.41E-04,8.36E-04,5.42E-04,8.34E-04,5.53E-03,3.25E-03
1835.9,2.28E-03,3.07E-03,8.09E-03,1.41E-03,2.00E-03,1.57E-03,1.91E-03,5.65E-03,3.84E-03
1836.86,2.77E-03,3.00E-03,8.08E-03,2.24E-03,2.83E-03,2.42E-03,2.60E-03,5.37E-03,4.07E-03
1837.83,2.42E-03,2.45E-03,7.01E-03,2.39E-03,2.88E-03,2.56E-03,2.50E-03,4.38E-03,3.56E-03
1838.79,1.42E-03,1.54E-03,4.97E-03,1.78E-03,2.09E-03,1.91E-03,1.70E-03,2.78E-03,2.35E-03
1839.76,3.79E-04,5.90E-04,2.60E-03,7.76E-04,8.89E-04,8.29E-04,6.53E-04,1.09E-03,9.39E-04
1840.72,-1.47E-16,-4.84E-16,7.38E-04,4.61E-12,4.10E-11,1.90E-11,9.06E-17,-6.52E-17,-8.73E-12
1841.69,6.60E-04,3.63E-16,1.65E-16,-8.87E-12,-4.11E-11,-2.20E-11,1.76E-04,-4.70E-05,8.39E-12
1842.65,2.17E-03,5.40E-04,4.68E-04,8.93E-04,9.02E-04,9.43E-04,1.15E-03,9.34E-04,9.66E-04
1843.61,3.77E-03,1.27E-03,1.56E-03,2.25E-03,2.27E-03,2.42E-03,2.37E-03,2.33E-03,2.33E-03
1844.58,4.56E-03,1.70E-03,2.37E-03,3.34E-03,3.35E-03,3.68E-03,3.10E-03,3.27E-03,3.24E-03
1845.54,4.09E-03,1.58E-03,2.34E-03,3.54E-03,3.55E-03,4.04E-03,2.89E-03,3.21E-03,3.18E-03
1846.51,2.65E-03,1.02E-03,1.54E-03,2.82E-03,2.82E-03,3.41E-03,1.89E-03,2.24E-03,2.25E-03
1847.47,1.05E-03,3.73E-04,5.86E-04,1.63E-03,1.62E-03,2.19E-03,7.20E-04,9.72E-04,1.04E-03
1848.44,1.47E-16,0.00E+00,-4.94E-16,5.70E-04,5.60E-04,9.99E-04,-1.81E-16,1.04E-04,1.99E-04
1849.4,0.00E+00,0.00E+00,3.30E-16,2.48E-12,4.29E-12,2.51E-04,9.06E-17,-1.96E-16,2.66E-14
1850.36,1.08E-03,2.26E-04,3.76E-04,-1.34E-04,-1.04E-04,2.74E-12,5.48E-04,4.97E-04,2.81E-04
.row,1,2,3,4,5,6,7,8,9
